Section,Code,Title,Type,Last Revised,Last Reviewed,URL
I. Instructional Program,IDDHA,Section 504 -- Americans With Disabilities Act Procedures (Employees and School Visitors),P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=sZUesXXuNdmZrWoXDAPpng==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IDDHE,Service Animal Policy,P,09/30/2015,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=OkNahpdZRgDj5MtunH0r9A==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IDDIAB,Advanced Placement Classes/Credits,P,02/12/2007,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=6slshjidhCaeKDI9OCGTHQ5MA==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IDE,Gifted Education Program,P,09/06/2007,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=3R43GeDlWHb0CFIV1A4NIw==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IEA,Intervention Process,P,07/14/2008,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=qiXnD8zv3VhRI4wL3CUzdw==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IEB,Speech - Language Screening,P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=6n9ONapSNp8lt5agikRX7w==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IEBA,Dyslexia Policy,P,01/13/2017,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=Am1DvWoByEG6iw0UvNfypQ==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IEDB,Classification of Students,P,10/16/2025,10/16/2025,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=JRotGKbPWP7PNrtkwHebOg==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IFBA,Assistant Teachers,P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=2TGplus4gsplusYXlOnIm5JDbyRg==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IFBD,School Libraries,P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=nRYU0IplusGTGplusVWFZQWwXcPA==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IFG,Early Graduation,P,10/16/2025,10/16/2025,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=ac5cZe8G94IDheeVzKGYCA==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IG,Prayer in the Schools,P,01/13/2017,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=6ewC75yIqEGyoG8sOVHWcw==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IGAA,Student Religious Liberties,P,02/12/2007,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=sqslshM6I0RzyplusjysLslshuia36Q==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IHA,Grading System,P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=dBocQ5GDq83mkQZIl8JbpQ==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IHAD,Policy Statement on Grading -- Elementary and Secondary Schools,P,02/12/2007,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=UBN6ilBbaYplus5Q0NG2U1aeQ==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IHCA,Valedictorian and Salutatorian,P,02/12/2007,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=ELCvkGUEAOmF5ZmzXMk5fA==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IHD,Honor Roll,P,02/13/2014,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=umTdam0KML2WQlves1slsheDQ==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IHE,Promotion and Retention,P,06/11/2026,06/11/2026,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=CNKy2c0K88vTlvDIFCofvA==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IHEA,Class Ranking,P,06/26/2006,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=XDiIO4emQa9hAVlEJIitWQ==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IHF,Graduation Requirements,P,07/09/2026,07/09/2026,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=qNplusJLzE0XSaOCv6EhmS2Pw==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IHFA,Special Education Graduation,P,02/12/2007,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=UR0RjPHduDUnclgSMYj0FQ==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IHFAAA,Career Pathways Graduation Option,P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=JtT3Vdj8LGIplus1XyInFGCig==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,II,Testing Program,P,12/10/2024,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=pluslHLplus9Kile6wdtqZt1YLpQ==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IIA,Testing and Student Surveys,P,01/13/2017,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=0OZlhW44kVs5Ms72MzV8hw==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IIAAA,Opting-Out of State Testing,P,01/13/2017,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=sGM3axb43eU0oplusIWWfGauA==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
I. Instructional Program,IJ,Technology and Instruction / Electronic Information Resources,P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=AslshmOVnMmkDpmHhYNxTlTqg==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=fyXPVLgX67SNkHuOA0VyGA==&PG=6&IRP=0&isPndg=false
J. Students,JAA,Equal Educational Opportunities,P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=iHrmWZM35wemVAxidxVchw==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JAB,Equal Access Student Organizations,P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=FJbjdQsHCOUm0gPVzCmjlQ==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JB,Students Complaints of Sexual Discrimination / Harassment -- Title IX,P,06/01/2011,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=uF4kdihTuKKMUxfk7a0yBg==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JBA,Compulsory School Attendance/School Age,P,06/11/2026,06/11/2026,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=jpDhNkqz24zxRqsxFsPhBw==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JBAC,Truancy,P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=MYS8in3aw16RslshuoCy4hZeQ==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JBB,Entrance Age,P,02/12/2007,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=lsteirsplusF9Da3ue3slshx8KMQ==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JBC,School Admission,P,07/09/2026,07/09/2026,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=50ICR70JdPVm8VdKeDYXvA==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JBCC,Student Tuition for Out-of-District Students,P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=wDpUzzFD0QdqWoxuWPqaOQ==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JBCCA,Assignment of Pupils,P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=5vcicjI2nNuejWa4Wl9MpQ==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JBCCC,Student Schedules and Course Loads,P,10/01/2002,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=BDMbH8u3SnFzpe8dRXYAOw==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JBCD,Transfers and Withdrawals of Students,P,06/11/2026,06/11/2026,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=E3VvjQUrZzPzFtao3JfraA==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JBCDE,Student Transfer from Non-Accredited Programs,P,07/31/2025,07/31/2025,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=w93JsWDuYrwpluswkslshA6aawKg==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JBD,Attendance,P,06/11/2026,06/11/2026,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=NDKbHLoPSGvBPeRdH0PrAg==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JBDA,Check Out Procedures,P,07/09/2026,07/09/2026,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=thKgzXuM8bP28DcOTJTMVg==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JCA,Student Conduct,P,06/11/2026,06/11/2026,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=8GcY8KKRplusW3qlwh0495wgw==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JCAA,Due Process,P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=eJ16WJMiHHevGOUG5nqj6A==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JCBA,Student Restraint & Seclusion,P,04/18/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=slshPJ2bFJplusRMZiUXSSObwjxQ==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JCBB,Gang Activity,P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=R8gFfFOm32PeVu5RbdRyiw==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JCBD,Vandalism/ Destruction of Property,P,02/12/2007,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=w1VQAVUPUyYcuslsh8T7nddFw==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JCBE,Unlawful or Violent Acts,P,11/11/2024,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=OrF20ATplusR8x0P1GbbYuNdg==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JCBEA,Harassment,P,02/12/2007,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=2BCGW18kOGlJCX0aZ5ZuSQ==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JCBF,Reporting of Unlawful or Violent Acts,P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=WLDlbiXAGwSJopqhfkxavA==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JCBH,Gun-Free Schools,P,02/12/2007,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=ydCbh56uKHgGH0Te7fxslsheg==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JCD,Alternative School Program,P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=j6UdXDB6U0A1VPSKp8mFgA==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JCDA,School Searches,P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=wfbhTK3gFKzYzF9O4skiFA==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JCDAA,Use of Tobacco and Smoking Devices,P,07/21/2025,07/21/2025,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=Udf3WOeJIs4IbUL5cc8sBw==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JCDAAA,Questioning and Apprehension of Students,P,06/06/2006,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=8ZRYvQTiR87fhTzSPHPQAw==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JCDABA,Student Drug and Alcohol Testing,P,08/01/2002,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=otXWxpI2g4p4VoQpYBAQCQ==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JCDAC,Drugs and Alcohol (Possession or Reasonable Suspicion),P,07/21/2025,07/21/2025,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=q4ythfoqFdpvY1QlNmfK7w==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JCDAD,Bus Conduct,P,01/13/2025,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=Liwu7MNqxokmR9VIeQGKsw==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JCDAE,Weapons,P,02/12/2007,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=qYbwuzHETM20HpbSJp64pg==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JCDB,Dress Code for Students,P,02/12/2007,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=NAW2iCyIT6NO8x7yfOdugA==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JCDBB,School Bookbags,P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=rPxKLPVEhHWSuwpJnaqGng==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JD,Student Discipline,P,11/11/2024,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=0xZMfDsb57iplusLzRwtBb0Dw==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JDA,Discipline Plan,P,02/12/2007,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=T3lGUYLceCLMWGsZczPXBg==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JDB,Corporal Punishment,P,02/12/2007,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=UYdrmHwtNsnjGEfHcnAt2g==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JDC,Detention of Students,P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=lHFcwXcsyAUBfcVdP7NalQ==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JDD,Suspension,P,06/01/2000,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=oS6ZRyplusCiOur74rTho3oLg==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JDDA,Bullying,P,02/12/2007,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=Q97KOM54scXG7qpn1u7EnQ==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JDE,Expulsion,P,10/16/2025,10/16/2025,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=qvcQyKxRHpluseJSyPhYhM5dw==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JDG,Readmission and Denial of Admission,P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=CFUaWw3Jcp5wszcNdj7CXg==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JDGA,Appeals,P,02/12/2007,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=xfb5slshOPEV3lDtTNgdxAUTQ==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JE,Cell Phone/Electronic Devices,P,07/09/2026,07/09/2026,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=euL9Gf23XiXlvlIylsbd1Q==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JF,Academic Achievement,P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=X8IksDu4slshpBpZOslshZTRqDZQ==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
J. Students,JFABB,International/Foreign Exchange Students,P,02/12/2007,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=u1iAtivdtP7LoCZWqP5SMw==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=hSGrPqF4gplus5plusbZ62PcQufA==&PG=6&IRP=0&isPndg=false
K. General Public Relations,KCB,Community Involvement in Decision Making,P,10/16/2025,10/16/2025,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=hRhcKVcsAORth9pluswclRTVg==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=sc8bjy4DPyDA4KHTJ9PnCA==&PG=6&IRP=0&isPndg=false
K. General Public Relations,KDCA,Solicitations By Staff Members,P,11/10/2005,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=slshMARplusNMwpqwjL56fUQ2vPw==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=sc8bjy4DPyDA4KHTJ9PnCA==&PG=6&IRP=0&isPndg=false
K. General Public Relations,KHE,Gifts to Schools,P,04/09/2012,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=xc2twhYbeWaHcDcvNmN42Q==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=sc8bjy4DPyDA4KHTJ9PnCA==&PG=6&IRP=0&isPndg=false
K. General Public Relations,KJA,School Volunteers Policy,P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=f5tCDMZHmplusEH7kmCQoMLeQ==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=sc8bjy4DPyDA4KHTJ9PnCA==&PG=6&IRP=0&isPndg=false
K. General Public Relations,KM,Visitors to the Schools,P,07/01/2014,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=LAQWg7Y9xhbcGkq1SO9eslshQ==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=sc8bjy4DPyDA4KHTJ9PnCA==&PG=6&IRP=0&isPndg=false
L. Organizational Relations,LA,Parental Engagement,P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=8slshq9plusg0IaLDUZxfhv8mjsQ==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=JlplusuJplusyHVooXlUcVebSyhw==&PG=6&IRP=0&isPndg=false
L. Organizational Relations,LAA,Title I Family and Community Engagement,P,06/11/2026,06/11/2026,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=mJp7nbHbsaZutuieDJj9uw==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=JlplusuJplusyHVooXlUcVebSyhw==&PG=6&IRP=0&isPndg=false
L. Organizational Relations,LAB,Regulations for Title I Parent Engagement,P,07/26/2016,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031793&revid=rez1IAiNQ1F3UhtbZAFc2g==&ptid=9slshUHzTHxaaYMVf6zKpJz3Q==&secid=JlplusuJplusyHVooXlUcVebSyhw==&PG=6&IRP=0&isPndg=false
